audit_year,Country,Hospital/Site,Hospital Beds (HC),Diabetic Patients (BA),Prevalence of diabetes,Percentage White,Percentage emergency,Percentage Mangement of diabetes,Percentage other medical,Percentage Non Medical,Percentage Diabetes Type 1,Percentage Diabetes Type 2 - Insulin,Percentage Diabetes Type 2 - Non insulin,Percentage Diabetes Type 2 - Diet only,Percentage Diabetes Type Other,Nursing hours,Consultant hours,Dietician hours,Podiatrist hours, Blood Glucose monitoring Days , Appropriate Days , Good Diabetes Days ,Visit by specialist diabetes team,Medication errors,prescription errors,management errors,Insulin Errors,Admitted with foot disease,Seen by the MDT within 24 hours,Foot Risk Assessment completed within 24 hours,Foot Risk Assessment completed during the hospital stay,% Severe Hypo,% Minor Hypo,Meals Suitable,Meals Timing,Meals Choice,Staff Knowledge - Answer Qs,Staff Knowledge - Emotional support,Staff Knowledge - Work together,Overall Satisfaction,Patient reported unexpected high,Patient reported unexpected low,Able to take control of diabetes care,Staff aware of diabetes,some all or most staff know enough about diabetes,Percentage renal replacement therapy
2011,England,Hospital,134,16,11.90%,75.00%,93.30%,20.00%,66.70%,13.30%,0.00%,37.50%,50.00%,12.50%,0.00%,0.25,0.5,0.94, -   ,7,6.19,4.43,50.00%,12.50%,6.30%,6.30%,6.30%,0.00%,n/a,0.00%,28.60%,6.30%,31.30%,75.00%,100.00%,75.00%,0.00%,50.00%,25.00%,100.00%,0.00%,0.00%,100.00%,75.00%,100.00%,0.00%
2011,England,Hospital,736,54,7.30%,76.90%,79.60%,13.20%,60.40%,26.40%,7.50%,41.50%,30.20%,20.80%,0.00%,2.2,0.56,0.28,0.09,6.77,6.41,4.1,71.70%,44.90%,40.80%,24.50%,40.80%,5.90%,66.70%,21.60%,36.50%,7.40%,22.20%,69.20%,83.30%,75.00%,66.70%,81.80%,76.90%,84.60%,23.10%,7.70%,61.50%,100.00%,76.90%,1.90%
2011,England,Hospital,712,116,16.30%,97.30%,89.20%,9.60%,71.10%,19.30%,4.40%,36.00%,38.60%,21.10%,0.00%,0.69,0.24,0.03,0.14,6.77,6.58,3.4,11.30%,40.90%,30.90%,20.90%,23.60%,5.80%,50.00%,7.60%,16.40%,6.90%,15.50%,88.00%,82.40%,63.60%,66.70%,86.00%,34.70%,77.60%,38.20%,25.00%,62.90%,91.00%,68.80%,3.50%
2011,England,Hospital,272,60,22.10%,94.90%,93.20%,3.30%,70.00%,26.70%,1.70%,34.50%,43.10%,19.00%,1.70%,0.43,0.08,0.02, -   ,6.84,6.33,4.41,33.90%,27.30%,20.00%,10.90%,16.40%,9.80%,60.00%,5.90%,29.30%,8.30%,21.70%,88.50%,81.60%,76.60%,60.70%,97.40%,63.50%,92.50%,30.20%,32.10%,67.30%,90.40%,75.50%,0.00%
2011,England,Hospital,852,120,14.10%,99.10%,86.30%,8.50%,65.80%,25.60%,9.30%,23.70%,44.10%,22.00%,0.80%,0.62,0.5, -   ,1.3,6.81,6.5,3.37,21.90%,36.40%,22.70%,23.60%,14.50%,11.00%,25.00%,23.80%,42.10%,17.50%,30.80%,92.30%,78.30%,66.70%,41.70%,83.30%,34.60%,83.30%,20.00%,40.00%,56.50%,96.20%,61.50%,3.30%
2011,England,Hospital,832,97,11.70%,91.80%,76.30%,2.10%,63.90%,34.00%,6.20%,28.90%,37.10%,21.60%,6.20%,0.85,0.07, -   ,0.05,6.78,6.21,4.43,22.90%,40.20%,35.40%,18.30%,24.40%,8.70%,50.00%,10.50%,16.80%,7.20%,16.50%,85.90%,85.90%,73.90%,71.10%,84.80%,54.30%,88.60%,30.00%,24.30%,72.10%,86.10%,80.30%,1.10%
2011,England,Hospital,575,74,12.90%,93.20%,64.80%,7.00%,70.40%,22.50%,5.60%,35.20%,45.10%,12.70%,1.40%,1.26,0.03, -   ,0.32,6.73,6.22,3.47,73.50%,32.90%,11.40%,22.90%,20.00%,5.90%,25.00%,78.30%,16.10%,12.20%,24.30%,96.20%,73.10%,76.00%,58.30%,94.10%,50.00%,96.40%,28.00%,28.00%,58.30%,96.20%,76.00%,12.50%
2011,England,Hospital,234,38,16.20%,97.30%,100.00%,5.30%,92.10%,2.60%,5.30%,34.20%,39.50%,21.10%,0.00%,0.16,0.53,0.08,0.11,5.72,5.3,3.12,37.80%,15.80%,10.50%,13.20%,10.50%,5.70%,100.00%,14.30%,23.60%,10.50%,28.90%,90.90%,80.00%,72.70%,60.00%,100.00%,27.30%,72.70%,18.20%,45.50%,88.90%,100.00%,70.00%,0.00%
2011,England,Hospital,401,64,16.00%,100.00%,88.70%,8.10%,72.60%,19.40%,1.70%,31.00%,31.00%,36.20%,0.00%,0.42, -   , -   ,0.08,7,6.39,5.08,14.30%,23.30%,15.00%,13.30%,16.70%,9.80%,75.00%,5.90%,50.00%,10.90%,21.90%,85.30%,65.60%,59.40%,47.80%,85.70%,44.10%,82.40%,21.20%,27.30%,76.70%,87.90%,70.60%,1.60%
2011,England,Hospital,287,41,14.30%,97.50%,89.20%,10.00%,72.50%,17.50%,7.30%,17.10%,51.20%,24.40%,0.00%,0.66,0.29,0.1, -   ,6.71,6.67,4.84,95.10%,7.30%,2.40%,7.30%,4.90%,11.10%,75.00%,57.50%,27.30%,12.20%,17.10%,96.90%,68.80%,84.40%,58.80%,91.30%,63.60%,93.90%,26.50%,14.70%,82.80%,85.30%,79.40%,0.00%
2011,England,Hospital,479,81,16.90%,96.30%,87.20%,17.70%,55.70%,26.60%,5.10%,26.60%,48.10%,20.30%,0.00%,0.56,0.14,0.07,0.23,6.94,6.7,4.17,27.80%,29.60%,11.30%,22.50%,14.10%,20.90%,69.20%,15.60%,39.70%,13.60%,13.60%,81.30%,83.70%,80.90%,46.20%,79.40%,35.40%,84.00%,30.00%,16.00%,74.50%,88.50%,61.50%,0.00%
2011,England,Hospital,362,41,11.30%,95.00%,85.00%,4.90%,68.30%,26.80%,0.00%,19.50%,41.50%,39.00%,0.00%,0.9,0.15,0.15, -   ,5.98,5.4,3.64,28.20%,23.70%,10.50%,15.80%,18.40%,5.30%,50.00%,5.30%,23.80%,2.40%,12.20%,100.00%,88.20%,94.40%,63.60%,94.10%,27.30%,95.50%,25.00%,20.00%,83.30%,100.00%,83.30%,0.00%
2011,England,Hospital,361,57,15.80%,94.20%,92.60%,7.00%,70.20%,22.80%,3.60%,30.90%,54.50%,10.90%,0.00%,0.35,0.14,0.14,0.05,6.82,6.14,3.6,18.20%,53.20%,40.40%,23.40%,29.80%,4.10%,0.00%,14.80%,31.00%,12.30%,29.80%,88.00%,81.80%,65.20%,43.80%,94.10%,58.30%,83.30%,38.50%,19.20%,42.10%,91.70%,65.40%,0.00%
2011,England,Hospital,663,77,11.60%,93.40%,90.50%,15.80%,65.80%,18.40%,5.30%,35.50%,38.20%,19.70%,1.30%,1.23,0.21,0.09,0.06,6.5,6.16,5.24,50.60%,23.40%,20.30%,7.80%,15.60%,16.10%,88.90%,26.20%,24.10%,7.80%,13.00%,81.40%,65.50%,51.90%,48.60%,90.60%,42.40%,86.40%,18.60%,27.10%,64.70%,71.70%,62.70%,5.30%
2011,England,Hospital,210,51,24.30%,41.20%,84.30%,7.80%,80.40%,11.80%,0.00%,52.90%,33.30%,13.70%,0.00%,1.31,0.2,0.18, -   ,6.74,6.2,3.46,87.80%,24.00%,16.00%,10.00%,14.00%,6.40%,100.00%,37.50%,80.30%,9.80%,19.60%,80.00%,76.20%,80.00%,75.00%,76.90%,31.60%,89.50%,52.60%,31.60%,73.70%,100.00%,80.00%,2.00%
2011,England,Site,640,119,18.60%,42.40%,73.30%,11.80%,63.90%,24.40%,1.70%,43.20%,39.80%,12.70%,2.50%,0.41,0.35, -   ,0.03,6.68,6.26,3.14,29.80%,50.90%,34.30%,39.80%,36.10%,12.10%,92.30%,14.40%,3.00%,6.70%,25.20%,71.00%,56.70%,48.30%,37.00%,90.50%,43.30%,100.00%,41.90%,22.60%,73.30%,90.30%,74.20%,14.00%
2011,England,Hospital,450,54,12.00%,94.00%,86.80%,5.70%,66.00%,28.30%,5.80%,48.10%,38.50%,7.70%,0.00%,0.3,0.15,0.06,0.07,6.42,6.24,4,21.30%,38.10%,26.20%,21.40%,23.80%,7.10%,50.00%,22.50%,18.50%,13.00%,25.90%,97.30%,81.10%,86.10%,52.90%,83.30%,60.50%,82.50%,25.00%,27.50%,60.00%,82.90%,54.10%,2.20%
2011,England,Hospital,507,95,18.70%,89.40%,93.70%,7.40%,65.30%,27.40%,6.40%,30.90%,35.10%,26.60%,1.10%,0.75,0.07, -   ,0.17,6.73,6.34,4.75,34.10%,27.00%,22.50%,7.90%,19.10%,8.50%,28.60%,6.80%,18.70%,8.40%,28.40%,85.30%,76.50%,73.50%,39.10%,86.40%,36.80%,75.70%,33.30%,36.10%,74.30%,86.50%,64.90%,4.30%
2011,England,Hospital,333,50,15.00%,95.70%,84.00%,8.00%,50.00%,42.00%,6.10%,26.50%,30.60%,36.70%,0.00%,0.74,0.12,0.04,0.08,6.75,6.63,5.19,92.00%,16.30%,14.30%,4.10%,10.20%,14.90%,100.00%,83.30%,38.30%,2.00%,14.00%,96.70%,78.60%,78.60%,77.80%,90.50%,41.90%,90.30%,21.40%,14.30%,62.10%,90.30%,70.00%,0.00%
2011,England,Hospital,426,53,12.40%,96.20%,92.30%,13.70%,51.00%,35.30%,4.10%,36.70%,30.60%,28.60%,0.00%,0.47,0.26,0.15, -   ,6.12,4.55,2.15,26.90%,43.50%,43.50%,26.10%,23.90%,7.80%,33.30%,8.00%,13.90%,20.80%,37.70%,89.30%,84.00%,61.50%,46.20%,85.70%,28.60%,69.00%,18.50%,40.70%,54.50%,69.00%,60.70%,6.00%
2011,England,Hospital,466,69,14.80%,94.20%,92.20%,10.40%,67.20%,22.40%,10.40%,25.40%,41.80%,22.40%,0.00%,1.07,0.06,0.01, -   ,7,6.91,4.55,20.60%,28.40%,19.40%,13.40%,13.40%,14.30%,57.10%,39.70%,35.20%,11.60%,23.20%,66.70%,72.40%,58.60%,31.30%,73.90%,38.70%,74.20%,23.30%,33.30%,57.10%,90.00%,48.40%,0.00%
2011,England,Hospital,466,39,8.40%,97.40%,84.60%,5.10%,69.20%,25.60%,2.60%,36.80%,34.20%,26.30%,0.00%,1.49,0.56, -   ,0.05,6.76,6.66,4.36,53.80%,16.70%,16.70%,0.00%,13.90%,5.90%,0.00%,5.90%,17.50%,7.70%,23.10%,84.60%,76.90%,64.30%,55.60%,75.00%,21.40%,78.60%,38.50%,30.80%,83.30%,92.30%,50.00%,2.60%
2011,England,Hospital,266,35,13.20%,66.70%,76.50%,20.00%,54.30%,25.70%,2.90%,29.40%,55.90%,11.80%,0.00%,1.37,0.51, -   ,0.06,6.68,6.69,4.67,37.10%,39.40%,27.30%,27.30%,12.10%,15.20%,25.00%,8.80%,37.00%,17.10%,37.10%,75.00%,87.50%,70.00%,62.50%,54.50%,30.80%,76.90%,41.70%,25.00%,75.00%,76.90%,53.80%,0.00%
2011,England,Hospital,299,56,18.70%,50.90%,81.80%,7.10%,80.40%,12.50%,1.80%,38.20%,40.00%,20.00%,0.00%,1.82,0.43,0.14,0.07,6.74,6.45,3.47,13.00%,50.00%,28.00%,36.00%,24.00%,10.30%,66.70%,9.10%,11.60%,17.90%,33.90%,80.00%,54.10%,69.20%,50.00%,68.00%,33.30%,82.10%,26.30%,36.80%,50.00%,85.40%,52.50%,0.00%
2011,England,Hospital,842,150,17.80%,76.90%,85.30%,3.40%,76.70%,19.90%,4.00%,36.70%,51.30%,2.70%,5.30%,0.74,0.07, -   ,0.01,6.97,6.88,4.45,28.00%,53.30%,31.10%,43.40%,27.00%,9.60%,45.50%,68.40%,45.20%,16.00%,34.70%,87.10%,68.60%,61.40%,52.50%,89.40%,51.70%,86.50%,30.10%,35.50%,54.80%,82.10%,66.70%,4.10%
2011,England,Hospital,499,77,15.40%,92.50%,85.50%,13.30%,64.00%,22.70%,10.50%,27.60%,48.70%,13.20%,0.00%,1.1, -   ,0.13,0.05,6.85,6.57,4.86,38.60%,19.40%,11.30%,9.70%,11.30%,7.40%,100.00%,85.50%,36.60%,9.10%,28.60%,95.20%,85.40%,71.80%,55.00%,75.00%,59.50%,83.30%,23.30%,41.90%,55.00%,84.10%,57.10%,0.00%
2011,England,Hospital,357,54,15.10%,100.00%,100.00%,7.50%,73.60%,18.90%,3.80%,30.20%,43.40%,20.80%,1.90%,0.28,0.11, -   ,0.07,6.59,6.33,4.2,13.20%,35.30%,23.50%,19.60%,21.60%,17.60%,0.00%,25.50%,24.60%,9.30%,29.60%,82.60%,73.90%,82.60%,61.50%,92.30%,26.10%,87.50%,12.50%,12.50%,79.20%,87.50%,60.90%,0.00%
2011,England,Site,1427,197,13.80%,81.10%,80.40%,10.40%,64.60%,25.00%,8.30%,36.50%,39.60%,14.10%,1.60%,0.19,0.1,0.08,0.07,6.63,6.41,3.84,18.90%,27.80%,10.70%,20.70%,14.20%,6.30%,66.70%,28.80%,35.80%,5.10%,14.70%,92.00%,73.30%,72.70%,63.60%,86.50%,45.30%,79.20%,23.50%,23.50%,75.00%,86.80%,67.30%,1.10%
2011,England,Site,462,58,12.60%,100.00%,82.50%,6.90%,50.00%,43.10%,3.40%,24.10%,43.10%,29.30%,0.00%,0.47,0.29, -   ,0.17,6.43,6.03,4.62,16.10%,14.80%,11.10%,5.60%,3.70%,10.50%,100.00%,21.40%,24.60%,1.70%,20.70%,88.90%,60.00%,53.30%,63.60%,50.00%,47.10%,94.10%,11.10%,16.70%,61.50%,94.40%,70.60%,0.00%
2011,England,Hospital,997,137,13.70%,74.10%,77.00%,7.00%,64.80%,28.10%,7.60%,42.40%,31.10%,15.90%,3.00%,0.64,0.25, -   ,0.05,6.64,6.2,3.51,27.70%,30.90%,19.50%,17.10%,22.00%,5.50%,71.40%,7.00%,11.50%,10.90%,16.10%,82.40%,73.30%,62.50%,54.30%,84.40%,41.20%,90.20%,32.00%,28.00%,66.70%,84.90%,51.90%,16.20%
2011,England,Site,1440,169,11.70%,95.80%,57.60%,7.80%,50.60%,41.60%,6.80%,36.00%,24.80%,26.70%,5.60%,0.31,0.13,0.04,0.17,6.74,6.11,4.02,33.30%,25.00%,19.10%,9.90%,21.10%,7.00%,70.00%,34.50%,20.50%,10.70%,18.90%,84.60%,83.30%,73.60%,80.00%,92.50%,63.20%,94.70%,29.90%,21.80%,81.40%,92.50%,80.20%,8.40%
2011,England,Site,824,112,13.60%,94.30%,84.40%,11.70%,71.80%,16.50%,6.60%,36.80%,38.70%,17.00%,0.90%,0.22,0.22,0.19,0.05,6.22,5.66,2.96,17.10%,43.30%,31.10%,28.90%,27.80%,8.00%,60.00%,5.60%,0.00%,8.00%,14.30%,92.30%,78.60%,71.40%,42.90%,83.30%,50.00%,92.90%,30.80%,30.80%,58.30%,85.70%,69.20%,0.00%
2011,England,Site,698,96,13.80%,100.00%,85.30%,1.10%,72.60%,26.30%,8.40%,24.20%,37.90%,28.40%,1.10%,0.52,0.09,0.09,0.11,6.67,6.48,5.16,13.30%,18.10%,9.60%,9.60%,14.50%,2.80%,0.00%,34.90%,2.80%,3.10%,15.60%,87.00%,79.10%,70.70%,72.20%,90.60%,63.00%,90.90%,18.20%,15.90%,82.10%,89.10%,69.60%,0.00%
2011,England,Hospital,782,131,16.80%,92.10%,89.20%,9.90%,66.40%,23.70%,5.30%,32.10%,42.00%,18.30%,2.30%,0.29,0.13,0.03,0.08,6.44,6.01,4.11,17.80%,30.40%,23.20%,15.20%,15.20%,15.70%,37.50%,12.70%,13.30%,11.50%,19.80%,86.30%,84.20%,84.20%,57.50%,85.70%,43.60%,84.80%,20.70%,29.30%,74.00%,86.60%,68.40%,4.70%
2011,England,Hospital,210,29,13.80%,85.70%,65.50%,17.20%,44.80%,37.90%,24.10%,31.00%,34.50%,10.30%,0.00%,0.93,0.14,1.38,0.41,6.43,6.15,2.97,32.10%,39.30%,25.00%,21.40%,28.60%,7.70%,100.00%,29.20%,26.90%,27.60%,48.30%,83.30%,72.20%,60.00%,90.00%,80.00%,55.60%,88.90%,41.20%,41.20%,76.50%,94.40%,83.30%,17.20%
2011,England,Hospital,170,19,11.20%,94.70%,89.50%,0.00%,78.90%,21.10%,5.30%,68.40%,15.80%,10.50%,0.00%,0.97, -   ,0.97,0.42,7,6.6,2.64,5.60%,21.10%,15.80%,10.50%,15.80%,8.30%,100.00%,58.30%,45.50%,5.30%,10.50%,90.90%,41.70%,45.50%,0.00%,100.00%,18.20%,90.90%,10.00%,0.00%,71.40%,83.30%,72.70%,0.00%
2011,England,Hospital,558,65,11.60%,95.80%,79.00%,7.80%,75.00%,17.20%,6.20%,24.60%,61.50%,6.20%,1.50%,1.25,0.25, -   ,0.34,6.89,6.56,3.32,20.00%,41.30%,31.70%,25.40%,25.40%,10.20%,80.00%,22.80%,23.30%,15.40%,30.80%,85.70%,76.90%,63.60%,75.00%,80.00%,43.30%,83.30%,35.70%,39.30%,62.50%,79.30%,50.00%,0.00%
2011,England,Hospital,360,49,13.60%,97.70%,93.60%,14.30%,63.30%,22.40%,2.20%,30.40%,50.00%,15.20%,2.20%,3.02,0.49,0.08,0.04,6.86,6.03,3.74,50.00%,37.80%,27.00%,13.50%,21.60%,22.60%,50.00%,26.90%,28.00%,6.10%,14.30%,52.90%,66.70%,66.70%,28.60%,84.60%,28.60%,95.20%,47.40%,31.60%,58.80%,90.00%,55.00%,0.00%
2011,England,Hospital,120,19,15.80%,94.70%,63.20%,0.00%,57.90%,42.10%,5.60%,38.90%,50.00%,5.60%,0.00%,0.16, -   ,0.21, -   ,7,6.25,3.67,28.60%,20.00%,0.00%,20.00%,20.00%,0.00%,n/a,0.00%,56.30%,0.00%,31.60%,70.00%,100.00%,77.80%,75.00%,90.00%,50.00%,90.00%,30.00%,30.00%,71.40%,80.00%,40.00%,0.00%
2011,England,Hospital,473,68,14.40%,89.60%,88.20%,9.00%,67.20%,23.90%,10.40%,23.90%,32.80%,31.30%,1.50%,0.44,0.15,0.07,0.15,6.54,6.03,3.84,22.40%,31.70%,12.70%,23.80%,22.20%,20.00%,20.00%,35.70%,14.90%,11.80%,16.20%,84.80%,76.50%,70.60%,50.00%,78.30%,48.50%,72.70%,41.20%,20.60%,56.30%,91.20%,70.60%,0.00%
2011,England,Hospital,122,17,13.90%,100.00%,64.70%,6.70%,33.30%,60.00%,0.00%,52.90%,23.50%,23.50%,0.00%,1.12,1.88,0.12, -   ,7,6.5,4.35,62.50%,26.70%,0.00%,26.70%,26.70%,20.00%,100.00%,69.20%,27.80%,0.00%,11.80%,100.00%,100.00%,100.00%,75.00%,100.00%,61.50%,84.60%,25.00%,16.70%,90.90%,92.30%,76.90%,5.90%
2011,England,Hospital,750,106,14.10%,95.30%,78.80%,7.60%,63.80%,28.60%,10.70%,33.00%,39.80%,16.50%,0.00%,0.59,0.28,0.03, -   ,6.65,6.52,4,30.20%,31.60%,19.40%,18.40%,25.50%,12.10%,50.00%,14.40%,23.20%,8.50%,20.80%,91.30%,94.20%,85.30%,79.10%,92.20%,64.80%,94.40%,33.80%,22.50%,67.60%,94.40%,74.60%,7.70%
2011,England,Hospital,396,66,16.70%,98.50%,93.80%,6.30%,64.10%,29.70%,13.60%,30.30%,27.30%,27.30%,1.50%, -   ,0.2,0.42,0.05,6.87,6.73,4.34,28.60%,27.30%,20.00%,14.50%,20.00%,3.90%,100.00%,4.00%,24.50%,3.00%,16.70%,92.90%,85.20%,78.60%,78.60%,100.00%,56.70%,83.30%,16.70%,6.70%,53.80%,100.00%,76.70%,0.00%
2011,England,Hospital,0,34,n/a,100.00%,97.00%,14.70%,64.70%,20.60%,6.10%,39.40%,39.40%,15.20%,0.00%,0.59,0.12,0.03, -   ,6.96,6.53,3.11,35.50%,39.30%,25.00%,25.00%,28.60%,9.40%,66.70%,6.70%,23.70%,8.80%,11.80%,100.00%,78.60%,81.30%,77.80%,88.90%,62.50%,93.80%,12.50%,12.50%,80.00%,93.80%,68.80%,0.00%
2011,England,Hospital,475,75,15.80%,37.10%,93.20%,6.80%,75.70%,17.60%,1.40%,31.00%,50.70%,15.50%,1.40%,0.47,0.02, -   , -   ,6.88,6.71,3.44,22.70%,42.90%,20.00%,38.60%,24.30%,4.40%,66.70%,11.80%,51.50%,14.70%,37.30%,81.00%,67.60%,60.00%,63.20%,91.30%,46.20%,97.50%,27.90%,30.20%,80.60%,88.60%,81.40%,0.00%
2011,England,Hospital,145,25,17.20%,28.00%,95.70%,8.00%,80.00%,12.00%,4.00%,48.00%,32.00%,16.00%,0.00%,1,0.16,0.16,0.16,6.8,6.83,2.9,41.70%,40.90%,18.20%,22.70%,27.30%,11.10%,0.00%,52.40%,96.00%,4.00%,16.00%,80.00%,50.00%,40.00%,63.60%,87.50%,45.50%,100.00%,30.00%,30.00%,70.00%,90.00%,80.00%,0.00%
2011,England,Hospital,449,58,12.90%,89.50%,73.70%,13.80%,65.50%,20.70%,1.70%,48.30%,37.90%,12.10%,0.00%,0.69,0.14,0.09, -   ,6.48,5.55,3.69,35.70%,40.70%,29.60%,24.10%,25.90%,20.70%,63.60%,32.80%,29.20%,8.60%,22.40%,78.80%,83.90%,81.30%,45.00%,72.70%,48.60%,80.00%,36.40%,36.40%,68.80%,88.90%,66.70%,15.50%
2011,England,Hospital,509,59,11.60%,96.60%,88.10%,8.50%,59.30%,32.20%,11.90%,35.60%,33.90%,18.60%,0.00%,0.73,0.03,0.08, -   ,6.74,6.25,3.76,41.40%,33.30%,22.20%,20.40%,20.40%,4.10%,0.00%,37.00%,40.90%,20.30%,28.80%,86.70%,69.00%,64.30%,55.00%,68.40%,41.40%,86.70%,23.30%,36.70%,60.00%,90.30%,75.90%,0.00%
2011,England,Hospital,303,46,15.20%,82.20%,93.20%,8.90%,73.30%,17.80%,4.80%,40.50%,40.50%,14.30%,0.00%, -   ,0.11, -   , -   ,6.75,6.54,4.36,19.60%,41.00%,25.60%,17.90%,17.90%,8.10%,33.30%,2.80%,8.70%,8.70%,19.60%,100.00%,84.60%,92.30%,100.00%,100.00%,27.80%,82.40%,29.40%,11.80%,71.40%,94.10%,68.80%,0.00%
2011,England,Hospital,287,61,21.30%,58.30%,90.20%,8.20%,68.90%,23.00%,1.70%,25.40%,55.90%,16.90%,0.00%,0.43,0.11,0.16, -   ,6.77,6.12,3.71,32.20%,53.40%,29.30%,41.40%,24.10%,8.80%,66.70%,12.10%,25.80%,9.80%,18.00%,67.50%,28.90%,61.10%,37.50%,58.10%,22.00%,85.40%,28.20%,20.50%,44.70%,72.70%,47.60%,3.30%
2011,England,Hospital,376,44,11.70%,72.10%,79.50%,15.90%,68.20%,15.90%,4.50%,38.60%,34.10%,22.70%,0.00%,1.16,0.18,0.05,0.09,6.96,6.91,4.59,40.90%,35.70%,31.00%,21.40%,31.00%,21.10%,62.50%,33.30%,30.30%,11.40%,25.00%,77.80%,80.00%,66.70%,44.40%,62.50%,20.00%,60.00%,22.20%,33.30%,70.00%,100.00%,60.00%,16.30%
2011,England,Hospital,194,23,11.90%,100.00%,82.60%,17.40%,69.60%,13.00%,8.70%,17.40%,39.10%,34.80%,0.00%,0.61,0.09,0.09,0.04,6.38,6.38,5.46,5.00%,36.40%,27.30%,9.10%,9.10%,4.80%,0.00%,0.00%,50.00%,13.00%,8.70%,100.00%,75.00%,75.00%,75.00%,100.00%,50.00%,83.30%,0.00%,0.00%,100.00%,100.00%,75.00%,0.00%
2011,England,Hospital,358,57,15.90%,100.00%,96.50%,8.80%,56.10%,35.10%,10.50%,22.80%,54.40%,12.30%,0.00%,0.65,0.09, -   ,0.09,6.85,6.54,5.24,29.80%,23.90%,15.20%,15.20%,13.00%,7.30%,100.00%,16.40%,24.00%,10.50%,22.80%,88.90%,70.60%,66.70%,54.50%,88.90%,41.20%,83.30%,27.80%,27.80%,87.50%,94.40%,66.70%,0.00%
2011,England,Hospital,279,44,15.80%,97.70%,97.70%,16.30%,65.10%,18.60%,9.10%,27.30%,38.60%,22.70%,2.30%,0.8,1.14, -   ,0.05,6.7,6.59,4.5,40.50%,22.50%,7.50%,20.00%,15.00%,15.00%,20.00%,52.50%,62.70%,4.50%,20.50%,84.60%,78.60%,92.90%,66.70%,62.50%,56.30%,87.50%,23.10%,30.80%,33.30%,93.30%,71.40%,0.00%
2011,England,Hospital,239,45,18.80%,100.00%,82.20%,9.10%,68.20%,22.70%,11.10%,31.10%,48.90%,8.90%,0.00%,0.44, -   , -   , -   ,6.98,6.93,5.17,22.20%,16.30%,2.30%,14.00%,7.00%,16.70%,71.40%,28.60%,41.20%,4.40%,24.40%,84.20%,77.40%,68.80%,84.00%,96.00%,46.20%,92.30%,23.10%,23.10%,58.30%,97.40%,86.80%,8.90%
2011,England,Hospital,154,29,18.80%,100.00%,93.10%,12.00%,72.00%,16.00%,13.80%,37.90%,27.60%,20.70%,0.00%,0.59,0.55,0.76,0.28,7,7,5.32,10.30%,25.00%,14.30%,10.70%,7.10%,3.70%,0.00%,44.40%,29.00%,6.90%,20.70%,94.10%,88.90%,88.90%,75.00%,100.00%,61.10%,94.40%,6.70%,20.00%,58.80%,94.40%,83.30%,0.00%
2011,England,Hospital,331,39,11.80%,100.00%,97.40%,7.70%,53.80%,38.50%,0.00%,30.80%,41.00%,28.20%,0.00%,0.9,0.33,0.13,0.1,7,7,4.11,28.20%,23.70%,18.40%,5.30%,13.20%,12.50%,100.00%,19.40%,24.40%,5.10%,17.90%,92.30%,76.90%,69.20%,37.50%,100.00%,46.20%,100.00%,15.40%,23.10%,92.90%,85.70%,76.90%,0.00%
2011,England,Site,445,59,13.30%,98.30%,93.20%,20.70%,60.30%,19.00%,5.20%,29.30%,37.90%,25.90%,1.70%, -   ,0.17, -   ,0.07,6.24,6.05,3.98,18.60%,47.10%,31.40%,25.50%,23.50%,12.30%,85.70%,10.70%,20.60%,10.20%,18.60%,100.00%,89.50%,78.90%,57.10%,92.30%,64.70%,88.90%,31.60%,21.10%,47.10%,89.50%,52.60%,0.00%
2011,England,Site,819,152,18.60%,69.30%,82.10%,5.90%,66.40%,27.60%,13.80%,33.60%,36.80%,14.50%,1.30%,0.59,0.13,0.01,0.1,6.83,6.34,3.6,38.30%,42.60%,28.70%,24.30%,31.60%,14.10%,66.70%,35.20%,29.50%,14.50%,27.60%,77.00%,73.60%,64.30%,55.00%,81.10%,31.30%,77.90%,36.50%,38.10%,53.80%,78.50%,55.70%,10.60%
2011,England,Hospital,292,35,12.00%,91.40%,94.30%,5.70%,80.00%,14.30%,5.70%,48.60%,40.00%,5.70%,0.00%,0.89,0.34, -   ,0.26,6.79,6.68,4.84,34.30%,17.90%,10.70%,10.70%,3.60%,9.10%,100.00%,55.90%,29.80%,2.90%,22.90%,100.00%,80.00%,80.00%,0.00%,66.70%,40.00%,80.00%,40.00%,40.00%,80.00%,100.00%,80.00%,2.90%
2011,England,Hospital,482,51,10.60%,88.20%,86.00%,5.90%,82.40%,11.80%,3.90%,31.40%,37.30%,21.60%,5.90%,0.69,0.2, -   ,0.16,6.91,6.42,4.68,46.00%,22.70%,13.60%,11.40%,15.90%,4.30%,100.00%,15.20%,20.00%,7.80%,19.60%,81.30%,94.70%,58.80%,73.30%,91.70%,27.30%,86.40%,21.10%,21.10%,82.40%,100.00%,63.20%,0.00%
2011,England,Hospital,412,67,16.30%,85.50%,87.90%,12.10%,66.70%,21.20%,4.50%,37.30%,43.30%,13.40%,1.50%,0.51,0.08, -   ,0.78,6.72,6.5,4.82,31.80%,43.50%,38.70%,11.30%,19.40%,16.70%,36.40%,28.40%,61.40%,10.40%,17.90%,83.30%,90.00%,72.70%,66.70%,100.00%,16.70%,72.70%,7.70%,7.70%,69.20%,92.30%,50.00%,0.00%
